,id,gender,age,topic,sign,grupo_edad,Freq,cluster,embd_x_coord,embd_y_coord,embd_z_coord
6949,3956747,female,17,indUnk,Pisces,A,3,3,-327.45307254583463,-455.1739842236836,809.6979165658078
6950,4271637,male,25,indUnk,Pisces,B,4,0,942.0995708888598,187.40591968425258,0.6273186745007016
6951,3831612,female,16,Museums-Libraries,Leo,A,4,1,-168.63079731724673,-232.72575387716137,-16.896736469623484
6952,1079521,female,24,indUnk,Capricorn,B,142,0,942.0995708888722,187.40591968424926,0.6273186745026262
6953,4288997,male,41,Arts,Cancer,C,23,2,-504.6152194981368,790.2105002969886,0.5265768448646747
6954,2004217,female,17,Education,Leo,A,118,1,-165.38611537802115,-226.27932640008737,-14.22999222979442
6955,3441279,female,44,indUnk,Capricorn,C,55,2,-504.8227687811222,790.8293818919368,0.540325631847544
6956,3804340,female,27,Education,Pisces,B,23,0,668.7020832726081,132.49383733974645,0.33195594121606037
6957,1178991,male,24,Technology,Virgo,B,15,0,668.9873909874161,132.6683356988907,0.3365582685034868
6958,1772041,male,14,Student,Sagittarius,A,445,4,-403.9445417617829,-561.3126617334723,-708.9914178254312
6959,3405448,female,27,indUnk,Aquarius,B,5,0,942.0995708888632,187.40591968425252,0.6273186745007492
6960,106651,male,25,indUnk,Leo,B,1253,0,942.0995708888522,187.40591968425412,0.627318674500697
6961,4072259,female,24,indUnk,Capricorn,B,6,0,942.099570888867,187.4059196842482,0.6273186745006442
6962,4130149,female,17,Student,Leo,A,1,4,-402.15268429523024,-558.8255777029734,-708.7965589489077
6963,4191013,male,37,indUnk,Sagittarius,C,5,2,-504.82276878111867,790.829381891938,0.5403256318518732
6964,3153499,female,15,Student,Leo,A,17,4,-403.9445417617843,-561.3126617334708,-708.9914178254343
6965,3786682,male,24,Student,Gemini,B,4,0,669.3839485397779,132.88421442199402,0.35444633441572
6966,1960274,female,16,Student,Sagittarius,A,10,4,-403.94454176178266,-561.3126617334705,-708.9914178254331
6967,4323477,male,16,indUnk,Aquarius,A,9,3,-327.4530725458334,-455.173984223682,809.6979165658066
6968,3772577,female,17,Student,Sagittarius,A,24,4,-403.94454176178135,-561.3126617334675,-708.9914178254305
6969,3675761,female,16,Environment,Aquarius,A,9,1,-167.8768269181588,-232.41219304372558,-16.34928665405094
6970,4016204,male,17,Student,Aquarius,A,8,4,-403.9445417617831,-561.3126617334698,-708.9914178254314
6971,3442362,female,37,Education,Cancer,C,18,2,-504.6132912244423,790.0621709170305,0.5237777635174938
6972,3578919,female,33,indUnk,Libra,C,3,2,-504.8227687811221,790.8293818919354,0.5403256318505454
6973,4116037,male,23,indUnk,Cancer,B,8,0,942.0995708888687,187.40591968424746,0.6273186745005758
6974,3699003,male,17,Student,Capricorn,A,13,4,-403.9445417617801,-561.3126617334657,-708.9914178254305
6975,2815932,male,26,Science,Sagittarius,B,50,0,668.8481928464477,133.13859152100525,0.35151671013180014
6976,3420368,male,27,Communications-Media,Gemini,B,15,0,669.1851177136988,132.80407870153584,0.34831244797385236
6977,1558288,female,15,Engineering,Taurus,A,13,1,-155.22156743846202,-216.13317857552647,-15.50225135108767
6978,4267709,male,23,Technology,Scorpio,B,11,0,668.9873909874151,132.66833569889036,0.3365582685033208
6979,3338789,female,27,Education,Cancer,B,14,0,673.7006615337142,133.49905989965217,0.335231283048847
6980,2239146,male,23,Student,Cancer,B,11,0,669.3839485397742,132.88421442199774,0.3544463344145271
6981,4034874,female,15,indUnk,Pisces,A,2,3,-316.89233185930124,-440.6773281300374,810.7053834546808
6982,3427320,male,23,Education,Aquarius,B,8,0,668.7020832726048,132.49383733974693,0.33195594121835426
6983,4070413,male,17,Student,Aries,A,20,4,-391.3226580106678,-544.0047151627633,-707.7525195194439
6984,3291131,male,25,indUnk,Taurus,B,18,0,942.0995708888602,187.40591968425497,0.6273186745008216
6985,3900039,female,17,Student,Leo,A,35,4,-393.38382575038247,-546.8160541813685,-707.9678993182099
6986,416613,female,39,Arts,Scorpio,C,44,2,-504.6152194981395,790.2105002969876,0.5265768448628291
6987,3763467,female,27,indUnk,Libra,B,3,0,942.0995708888709,187.40591968425107,0.6273186745004854
6988,3733959,female,15,Student,Taurus,A,8,4,-390.4742433382135,-542.7747700177376,-707.6628666519601
6989,4033831,female,15,indUnk,Leo,A,5,3,-313.982742822488,-436.6360338936292,811.0058244744597
6990,4250659,male,17,indUnk,Gemini,A,4,3,-314.81786436308346,-437.80032886943644,810.9181916591884
6991,3561553,female,17,Student,Aries,A,16,4,-391.3093638034408,-543.9390635585778,-707.7518074532837
6992,1382294,female,16,indUnk,Aries,A,5,3,-314.8178643630829,-437.8003288694365,810.9181916591851
6993,3916402,male,17,Student,Capricorn,A,4,4,-379.74350044971885,-528.1808595911411,-706.7776650274498
6994,3601699,female,13,Student,Scorpio,A,20,4,-400.59440462181544,-556.6609299592869,-708.648422027197
6995,4335684,male,27,Internet,Libra,B,2,0,669.2267659259564,132.83784544833333,0.35033118757104725
6996,3972276,male,17,Education,Aquarius,A,5,1,-161.6409469541019,-221.0883742562821,-13.85312093123459
6997,1943565,male,33,Education,Scorpio,C,145,2,-504.6132912244359,790.0621709170331,0.5237777635164117
6998,4100934,female,23,Arts,Sagittarius,B,2,0,668.649870975058,132.73659378824814,0.3357535887998922
6999,4237617,female,14,Student,Pisces,A,4,4,-400.1993396566321,-556.1216137117732,-708.6126089746242
7000,3622544,male,44,indUnk,Virgo,C,6,2,-504.82276878111855,790.8293818919373,0.5403256318494146
7001,3426299,male,45,Technology,Cancer,C,16,2,-504.6614598173519,790.2915591629612,0.5258426192910187
7002,3884025,female,14,Arts,Capricorn,A,12,1,-158.73726272067753,-217.7756336112527,-14.745013190721355
7003,1999925,female,16,Student,Scorpio,A,55,4,-399.4151696471186,-555.0358860616514,-708.5399283239724
7004,2506818,female,23,Communications-Media,Cancer,B,55,0,669.1851177137003,132.80407870153513,0.3483124479729264
7005,1723857,male,26,Education,Leo,B,86,0,668.7020832726067,132.49383733974554,0.3319559412167852
7006,4130605,male,14,Student,Virgo,A,5,4,-398.5184283966449,-553.7867847873976,-708.4545044019694
7007,791840,male,38,Student,Aries,C,4,2,-504.71392952441374,790.5676679525405,0.5346168265448488
7008,4185525,female,25,indUnk,Aries,B,2,0,942.0995708888701,187.40591968424968,0.6273186745005686
7009,3602392,male,23,indUnk,Virgo,B,11,0,942.0995708888677,187.40591968425383,0.6273186744995658
7010,3910965,female,25,indUnk,Pisces,B,9,0,942.0995708888648,187.405919684253,0.6273186744993227
7011,3454651,female,25,BusinessServices,Aquarius,B,4,0,668.8668439941921,133.15538692304875,0.35237071074066145
7012,2094523,female,15,Student,Libra,A,478,4,-397.50513254139787,-552.3808860781568,-708.3561303206553
7013,4168699,male,15,Student,Scorpio,A,5,4,-397.50513254139827,-552.3808860781562,-708.3561303206546
7014,2488712,male,27,Government,Taurus,B,4,0,668.6532749915241,133.28739463750446,0.35178438285067526
7015,3547867,female,24,Technology,Capricorn,B,11,0,668.9873909874119,132.66833569889423,0.3365582685028036
7016,3444239,male,27,indUnk,Cancer,B,14,0,942.0995708888577,187.40591968425343,0.6273186745004544
7017,4224209,male,24,Technology,Pisces,B,8,0,668.9873909874119,132.66833569889212,0.33655826850161924
7018,3591734,male,24,Student,Cancer,B,9,0,669.3839485397742,132.8842144219955,0.35444633441609663
7019,3946404,female,14,Student,Virgo,A,16,4,-397.50513254139656,-552.3808860781558,-708.3561303206557
7020,3819977,female,23,indUnk,Virgo,B,2,0,942.0995708888565,187.40591968425625,0.6273186745007973
7021,3963195,male,17,Student,Sagittarius,A,14,4,-397.50513254139975,-552.3808860781586,-708.3561303206571
7022,3863327,female,27,indUnk,Cancer,B,25,0,942.0995708888594,187.40591968425022,0.6273186745007736
7023,3687733,male,17,Student,Capricorn,A,2,4,-397.50513254139764,-552.3808860781584,-708.3561303206542
7024,1503551,male,27,Education,Sagittarius,B,47,0,668.7020832726048,132.4938373397467,0.33195594121770666
7025,3524581,female,13,Student,Scorpio,A,26,4,-397.50513254139827,-552.3808860781606,-708.3561303206562
7026,3989201,female,13,indUnk,Taurus,A,5,3,-321.01365509135763,-446.24219493989875,810.3236769449161
7027,3408773,male,24,Biotech,Scorpio,B,5,0,669.2764180308338,132.87373851279673,0.35282089840071723
7028,4305123,male,13,Student,Libra,A,4,4,-395.37412950734233,-549.4176038472519,-708.1366282285459
7029,3950367,female,14,Student,Taurus,A,5,4,-395.374129507343,-549.4176038472533,-708.1366282285454
7030,2460264,male,16,Student,Taurus,A,26,4,-395.37412950734296,-549.417603847253,-708.1366282285452
7031,1277039,male,33,Government,Sagittarius,C,6,2,-504.6698451201231,790.5195507387425,0.5341460746678738
7032,4317403,male,25,indUnk,Libra,B,2,0,942.0995708888598,187.40591968425213,0.627318674500218
7033,3321750,female,27,indUnk,Virgo,B,55,0,942.0995708888605,187.4059196842496,0.6273186744997593
7034,3496509,female,23,Marketing,Capricorn,B,26,0,669.0619904308988,133.00770153957464,0.3521152832099353
7035,4303567,male,15,Student,Libra,A,5,4,-395.3741295073434,-549.4176038472554,-708.1366282285453
7036,3444381,male,17,indUnk,Libra,A,11,3,-318.88265071744667,-443.2789106152991,810.5399778671624
7037,3699946,female,15,indUnk,Libra,A,8,3,-321.01365509135974,-446.2421949398976,810.3236769449213
7038,4197976,male,36,Government,Aries,C,5,2,-504.6698451201226,790.5195507387415,0.534146074667366
7039,2032275,female,13,Sports-Recreation,Virgo,A,10,1,-161.53158540145606,-223.64264904960342,-15.720534987503774
7040,1850222,female,17,indUnk,Scorpio,A,172,3,-321.01365509135616,-446.24219493989625,810.3236769449195
7041,3877768,male,25,Technology,Libra,B,21,0,666.9596535563257,132.2643226504829,0.3352268542516171
7042,3766623,male,25,indUnk,Libra,B,16,0,942.0995708888612,187.4059196842521,0.627318674500274
7043,4014718,male,27,Education,Leo,B,34,0,668.7020832726032,132.4938373397469,0.3319559412163774
7044,4286858,female,25,indUnk,Pisces,B,3,0,942.099570888863,187.40591968424746,0.6273186744995273
7045,3986284,male,16,Student,Sagittarius,A,6,4,-397.5051325413951,-552.3808860781555,-708.3561303206532
7046,3985212,female,23,Education,Cancer,B,26,0,668.7020832726034,132.49383733974713,0.33195594121844857
7047,3216072,male,23,Technology,Leo,B,17,0,668.9873909874137,132.66833569888863,0.3365582685022438
7048,3838218,male,13,Student,Virgo,A,15,4,-397.505132541398,-552.3808860781569,-708.3561303206546
7049,4284337,female,17,Student,Virgo,A,4,4,-397.5051325413986,-552.3808860781575,-708.3561303206546
7050,3633973,female,14,indUnk,Scorpio,A,24,3,-321.01365509135746,-446.2421949398999,810.3236769449187
7051,3406005,male,23,Student,Sagittarius,B,30,0,669.3839485397727,132.88421442199515,0.35444633441396234
7052,1406988,male,23,Telecommunications,Sagittarius,B,3,0,668.86501058363,133.15553308406862,0.3523850282622215
7053,3903674,female,17,Student,Libra,A,16,4,-397.5051325414007,-552.3808860781583,-708.356130320655
7054,4058460,female,14,Student,Sagittarius,A,4,4,-397.5051325413994,-552.3808860781563,-708.356130320655
7055,3866997,male,16,Student,Aquarius,A,13,4,-397.5051325413955,-552.3808860781551,-708.3561303206535
7056,3314942,male,17,Student,Libra,A,42,4,-397.5051325413982,-552.3808860781589,-708.3561303206545
7057,3915727,female,15,Student,Sagittarius,A,6,4,-397.50513254139815,-552.3808860781562,-708.3561303206546
7058,3595780,male,15,Student,Capricorn,A,7,4,-397.50513254139577,-552.3808860781563,-708.3561303206516
7059,4245326,female,16,Student,Aquarius,A,9,4,-397.5051325413975,-552.3808860781544,-708.3561303206557
7060,3510265,female,26,Construction,Pisces,B,22,0,668.8723440248451,133.1626194342853,0.35284386873258905
7061,4000490,female,36,Education,Leo,C,6,2,-504.61329122443874,790.0621709170308,0.523777763518354
7062,3609626,male,34,Technology,Sagittarius,C,23,2,-504.661459817353,790.2915591629612,0.5258426192912712
7063,2724350,male,23,Student,Cancer,B,23,0,669.3839485397755,132.88421442199464,0.35444633441378776
7064,2462546,female,26,indUnk,Capricorn,B,97,0,942.099570888868,187.40591968425218,0.6273186744999606
7065,2600815,female,24,indUnk,Cancer,B,56,0,942.09957088886,187.40591968424872,0.6273186744998024
7066,3835487,male,23,Student,Gemini,B,18,0,669.3839485397704,132.8842144219976,0.3544463344144859
7067,3336874,male,34,Architecture,Capricorn,C,13,2,-504.7159762014112,790.5890888600932,0.5352222386902294
7068,4248100,male,14,Student,Aquarius,A,11,4,-397.50513254139804,-552.3808860781581,-708.3561303206546
7069,3400512,female,24,indUnk,Taurus,B,2,0,942.0995708888629,187.40591968425323,0.6273186745011193
7070,3365597,male,16,Student,Virgo,A,13,4,-397.5051325413987,-552.3808860781562,-708.3561303206543
7071,3511707,male,14,Student,Taurus,A,4,4,-397.5051325413983,-552.3808860781605,-708.3561303206537
7072,4065452,female,15,Student,Taurus,A,2,4,-397.50513254139844,-552.3808860781565,-708.3561303206534
7073,3938549,female,15,indUnk,Aries,A,8,3,-321.01365509135815,-446.2421949398982,810.3236769449182
7074,3525349,male,23,indUnk,Taurus,B,3,0,942.0995708888669,187.4059196842494,0.627318674500493
7075,3785508,male,13,Student,Taurus,A,9,4,-401.870080854469,-558.4356728813785,-708.7753854324087
7076,3308083,male,24,Communications-Media,Taurus,B,16,0,669.1851177136989,132.80407870153542,0.34831244797357647
7077,4110763,female,26,Fashion,Leo,B,4,0,669.2732758940753,132.8698655206104,0.3526240824147588
7078,3309747,male,15,Student,Sagittarius,A,2,4,-397.50513254139514,-552.380886078157,-708.3561303206533
7079,4114802,female,37,indUnk,Capricorn,C,3,2,-504.82276878112333,790.8293818919379,0.5403256318472699
7080,3686542,female,16,Student,Pisces,A,13,4,-397.5051325413983,-552.3808860781587,-708.3561303206551
7081,3489518,female,13,indUnk,Sagittarius,A,7,3,-321.0136550913563,-446.2421949398958,810.3236769449173
7082,3969316,female,33,Internet,Aries,C,2,2,-504.70408819463086,790.5110403549396,0.5330985461943559
7083,705868,male,25,Internet,Aquarius,B,8,0,669.2267659259537,132.83784544833492,0.3503311875708019
7084,2718050,female,26,indUnk,Cancer,B,10,0,942.0995708888676,187.40591968424908,0.6273186745011453
7085,4119790,female,25,Education,Gemini,B,4,0,668.7020832726045,132.49383733974744,0.33195594121878114
7086,3707161,female,38,indUnk,Aries,C,20,2,-501.6033805735689,785.7558680354557,0.536629025279196
7087,3336648,female,25,indUnk,Pisces,B,37,0,942.0995708888573,187.40591968425315,0.6273186744983812
7088,3244892,male,23,Engineering,Aquarius,B,28,0,668.8346168484925,133.1248561397971,0.3505723947307949
7089,4005871,male,24,BusinessServices,Gemini,B,17,0,668.8668439941849,133.15538692305293,0.35237071074333604
7090,2509586,female,24,Arts,Libra,B,113,0,668.6498709750507,132.73659378825448,0.3357535888017461
7091,3347863,male,23,indUnk,Capricorn,B,3,0,942.0995708888612,187.40591968425153,0.6273186745002133
7092,4168109,male,16,Student,Scorpio,A,24,4,-397.5051325413986,-552.3808860781636,-708.3561303206537
7093,3907682,male,27,Technology,Virgo,B,23,0,668.9873909874177,132.6683356988916,0.33655826850391674
7094,1889083,female,17,Student,Libra,A,62,4,-397.50513254139696,-552.3808860781559,-708.3561303206535
7095,4036786,male,16,indUnk,Pisces,A,10,3,-321.0136550913575,-446.2421949398972,810.3236769449186
7096,3000856,female,27,Technology,Sagittarius,B,108,0,668.9873909874153,132.66833569889098,0.3365582685024133
7097,3882617,female,25,Military,Leo,B,38,0,669.2601116127678,132.86245500688892,0.35201521009339476
7098,4158128,female,27,Education,Capricorn,B,6,0,668.7020832726038,132.49383733974608,0.33195594121820127
7099,4042055,female,27,indUnk,Taurus,B,14,0,942.099570888864,187.40591968424786,0.627318674501048
7100,4171194,male,17,Student,Sagittarius,A,12,4,-395.5596089230655,-549.6709206763368,-708.159852231945
7101,3501450,female,25,indUnk,Capricorn,B,10,0,942.0995708888693,187.4059196842488,0.627318674499615
7102,3329104,female,23,Student,Pisces,B,13,0,669.3839485397722,132.88421442199922,0.3544463344150138
7103,3653608,male,14,Student,Sagittarius,A,6,4,-397.5051325413984,-552.3808860781547,-708.3561303206546
7104,4217389,female,42,Marketing,Pisces,C,5,2,-504.70207243934397,790.5551186936356,0.5344918745294795
7105,3607908,male,15,RealEstate,Libra,A,60,1,-159.04614297046763,-220.72928490728341,-15.747116487275129
7106,3487652,male,25,indUnk,Libra,B,4,0,942.0995708888557,187.40591968425394,0.627318674501585
7107,3660097,male,36,Consulting,Cancer,C,7,2,-504.6921060792414,790.5500208084044,0.5345516066532507
7108,3401357,female,43,Arts,Pisces,C,5,2,-504.61521949813704,790.2105002969861,0.5265768448628492
7109,4071109,male,13,Student,Scorpio,A,11,4,-397.5051325413988,-552.3808860781561,-708.3561303206548
7110,1401816,male,40,indUnk,Pisces,C,43,2,-504.8227687811209,790.8293818919342,0.5403256318502315
7111,3605137,male,15,Student,Scorpio,A,6,4,-397.5051325413992,-552.3808860781546,-708.3561303206574
7112,4233719,female,17,indUnk,Aquarius,A,33,3,-321.0136550913577,-446.24219493990034,810.3236769449198
7113,3858552,male,23,Student,Gemini,B,8,0,669.3839485397712,132.88421442199865,0.35444633441419915
7114,3687294,female,26,indUnk,Scorpio,B,87,0,942.0995708888618,187.40591968424926,0.6273186745012158
7115,2652964,female,16,indUnk,Pisces,A,460,3,-321.01365509135604,-446.24219493989597,810.323676944918
7116,2911399,male,15,Student,Virgo,A,2,4,-397.50513254139526,-552.380886078157,-708.3561303206526
7117,2692026,male,33,Marketing,Cancer,C,13,2,-504.7020724393436,790.5551186936382,0.534491874530814
7118,3741229,female,24,RealEstate,Capricorn,B,8,0,669.2760619820993,132.87309460254235,0.3527821398635376
7119,3869301,male,17,Student,Virgo,A,18,4,-397.50513254139963,-552.3808860781589,-708.3561303206546
7120,3238069,male,35,Communications-Media,Gemini,C,13,2,-504.7067129245982,790.5221319319135,0.5334080202239497
7121,2407445,male,16,Student,Taurus,A,104,4,-397.50513254139844,-552.3808860781604,-708.3561303206548
7122,3682938,male,14,Automotive,Sagittarius,A,23,1,-161.02549409895568,-223.5946383313393,-15.727083648663944
7123,3726122,male,23,Technology,Taurus,B,1,0,668.9873909874169,132.66833569889096,0.33655826850227744
7124,3517498,male,24,Arts,Libra,B,8,0,668.6498709750539,132.73659378825374,0.33575358880037326
7125,4283980,female,16,indUnk,Libra,A,4,3,-321.0136550913572,-446.2421949398997,810.3236769449175
7126,3392783,female,25,indUnk,Pisces,B,123,0,942.0995708888695,187.4059196842479,0.6273186745001134
7127,3311002,male,17,indUnk,Aries,A,3,3,-321.01365509135803,-446.2421949398976,810.3236769449225
7128,3670499,male,16,Consulting,Capricorn,A,20,1,-160.30992859812224,-221.22035140988248,-15.843124654161121
7129,3811734,female,34,Arts,Sagittarius,C,1,2,-492.61553646315343,771.3871020764752,0.5140703764090786
7130,4161222,female,17,Student,Cancer,A,6,4,-396.83528527117727,-551.44566375737,-708.2868322717985
7131,3578319,female,25,indUnk,Cancer,B,4,0,942.0995708888644,187.40591968424894,0.6273186744999798
7132,3654057,male,27,indUnk,Leo,B,8,0,942.0995708888598,187.4059196842528,0.6273186745006677
7133,4171795,female,15,indUnk,Leo,A,6,3,-321.01365509135576,-446.24219493989676,810.323676944917
7134,2330053,female,23,indUnk,Sagittarius,B,128,0,942.0995708888603,187.40591968424798,0.6273186744998094
7135,3295157,female,24,indUnk,Scorpio,B,56,0,942.0995708888612,187.405919684252,0.627318674500524
7136,4288506,male,16,Student,Sagittarius,A,4,4,-397.50513254139514,-552.3808860781575,-708.3561303206515
7137,4271131,male,27,Arts,Virgo,B,10,0,668.6498709750515,132.73659378825272,0.33575358879834216
7138,194219,male,27,Communications-Media,Leo,B,21,0,669.185117713698,132.80407870153613,0.34831244797366123
7139,3810410,male,16,Student,Scorpio,A,14,4,-397.5051325413976,-552.3808860781567,-708.3561303206532
7140,3308162,male,27,Engineering,Scorpio,B,10,0,668.8346168484923,133.12485613979678,0.35057239473064944
7141,4128533,female,15,indUnk,Aquarius,A,6,3,-321.01365509135826,-446.24219493990034,810.3236769449181
7142,3293039,female,15,indUnk,Leo,A,23,3,-321.0136550913566,-446.2421949398986,810.3236769449178
7143,3590758,female,16,Student,Leo,A,10,4,-397.5051325413976,-552.3808860781601,-708.3561303206552
7144,3956394,female,13,Student,Scorpio,A,22,4,-397.50513254139867,-552.3808860781602,-708.3561303206542
7145,4138246,female,27,Transportation,Aries,B,2,0,668.6663019975695,133.30118161336972,0.3525617948187521
7146,4050670,female,35,indUnk,Cancer,C,25,2,-504.82276878111907,790.8293818919356,0.5403256318487935
7147,3825729,female,16,Student,Aquarius,A,5,4,-397.50513254139764,-552.3808860781593,-708.3561303206546
7148,1233897,male,17,Technology,Virgo,A,6,1,-156.41193298792408,-210.5645599209498,-17.56090067607724
7149,3827498,male,39,Education,Cancer,C,5,2,-504.61329122444045,790.0621709170315,0.5237777635189819
7150,3637189,female,27,Consulting,Aquarius,B,38,0,668.8646865696884,133.15323238205332,0.35227074066942704
7151,2518547,male,16,indUnk,Virgo,A,92,3,-321.0136550913583,-446.2421949398976,810.3236769449229
7152,4036865,female,17,Student,Aries,A,20,4,-397.50513254139565,-552.3808860781592,-708.3561303206533
7153,4114353,male,46,Transportation,Leo,C,30,2,-504.70831735807707,790.5814740352857,0.5351598713397079
7154,3552847,male,24,InvestmentBanking,Leo,B,23,0,669.352925998864,132.91107086166951,0.35608606238949947
7155,4151409,male,25,Engineering,Cancer,B,82,0,668.8346168484915,133.1248561397966,0.3505723947304422
7156,4201678,female,17,indUnk,Capricorn,A,11,3,-321.01365509135724,-446.2421949398971,810.3236769449202
7157,3819880,male,16,Student,Taurus,A,13,4,-379.74350044971646,-528.1808595911418,-706.7776650274446
7158,3362256,male,15,indUnk,Scorpio,A,49,3,-321.0265039658265,-446.5049990882579,810.4365539753627
7159,3714043,male,37,Technology,Libra,C,6,2,-504.661459817354,790.2915591629644,0.5258426192924234
7160,3767852,male,27,Non-Profit,Aries,B,1,0,668.4054896284479,133.3954935139808,0.3497999228605419
7161,3785255,male,27,Advertising,Sagittarius,B,12,0,668.6700506591378,133.29701341013643,0.35260077098367854
7162,3617908,female,47,Accounting,Pisces,C,22,2,-201.60047467192865,316.05315790217816,0.22804059580978986
7163,3500180,female,14,Education,Virgo,A,23,1,-155.82007204125085,-213.2644885885389,-13.142741512143141
7164,3907090,female,24,indUnk,Cancer,B,17,0,942.0995708888618,187.40591968425463,0.6273186745003299
7165,3936882,male,27,indUnk,Cancer,B,79,0,942.099570888859,187.4059196842555,0.6273186744998224
7166,3424020,male,23,Technology,Pisces,B,1,0,668.9873909874141,132.66833569889087,0.3365582685046882
7167,3136888,female,16,indUnk,Pisces,A,66,3,-315.5256289575878,-438.8878111034811,811.0184342214251
7168,3436520,male,15,Student,Sagittarius,A,35,4,-392.0171184000243,-545.026538978411,-707.652852373568
7169,3675843,male,16,indUnk,Leo,A,17,3,-315.52562895758814,-438.8878111034844,811.018434221425
7170,3548403,female,27,Education,Scorpio,B,21,0,668.702083272607,132.4938373397449,0.33195594121652133
7171,4022192,female,17,Student,Gemini,A,4,4,-392.01711840002434,-545.0265389784133,-707.6528523735657
7172,3401088,male,24,Arts,Aries,B,4,0,668.6498709750515,132.73659378825045,0.3357535888020793
7173,3527790,female,26,Student,Aries,B,54,0,669.3839485397755,132.88421442199595,0.3544463344163144
7174,1145753,male,25,indUnk,Virgo,B,51,0,942.0995708888603,187.40591968425082,0.6273186745008049
7175,4125327,female,15,Student,Capricorn,A,3,4,-392.0171184000261,-545.0265389784158,-707.6528523735692
7176,2059313,male,26,Student,Leo,B,400,0,669.3839485397724,132.88421442199868,0.35444633441440077
7177,4227399,female,27,indUnk,Aquarius,B,4,0,942.0995708888622,187.40591968425167,0.6273186744991073
7178,4046696,female,37,Communications-Media,Aries,C,14,2,-504.706712924594,790.5221319319116,0.5334080202273604
7179,3899613,male,23,Advertising,Taurus,B,16,0,668.6700506591365,133.29701341013552,0.3526007709814499
7180,3490766,female,25,Fashion,Capricorn,B,9,0,669.2732758940789,132.86986552061035,0.35262408241492627
7181,4213941,male,27,indUnk,Libra,B,2,0,942.0995708888614,187.40591968425002,0.6273186745019812
7182,3317383,female,35,Consulting,Taurus,C,49,2,-504.69210607924475,790.5500208084063,0.5345516066520246
7183,4065885,male,17,Telecommunications,Virgo,A,3,1,-154.88498252840796,-213.6748583883475,-14.872891718248187
7184,1949214,female,14,indUnk,Scorpio,A,6,3,-315.52562895758814,-438.8878111034802,811.0184342214276
7185,1341988,female,24,Marketing,Cancer,B,21,0,669.0619904308967,133.00770153957654,0.3521152832090152
7186,3401536,male,23,Technology,Scorpio,B,7,0,668.987390987418,132.6683356988896,0.3365582685012612
7187,3535193,female,25,Science,Aries,B,13,0,668.8481928464488,133.1385915210064,0.351516710130215
7188,4120558,female,26,LawEnforcement-Security,Taurus,B,3,0,669.2767282971637,132.87320965794814,0.35280388800978935
7189,3786866,male,23,Engineering,Aries,B,4,0,668.8346168484926,133.12485613979607,0.3505723947311064
7190,3491309,male,16,Student,Pisces,A,8,4,-392.01711840002304,-545.0265389784109,-707.6528523735666
7191,3903046,female,16,indUnk,Taurus,A,10,3,-315.52562895758746,-438.88781110348185,811.018434221423
7192,4255008,male,23,Technology,Libra,B,4,0,668.9873909874178,132.668335698892,0.3365582685028954
7193,3509629,male,27,Technology,Libra,B,11,0,668.9873909874153,132.66833569889118,0.33655826850202253
7194,4037684,female,14,indUnk,Cancer,A,6,3,-321.6392863066242,-447.34623269996166,810.3748550072158
7195,3415523,male,25,Internet,Aquarius,B,19,0,669.2267659259568,132.83784544833705,0.35033118756884457
7196,3233465,male,26,Education,Gemini,B,149,0,668.7020832726037,132.4938373397463,0.33195594121952055
7197,3703978,male,27,Non-Profit,Capricorn,B,6,0,668.405489628448,133.39549351397906,0.3497999228602315
7198,2483577,male,24,Communications-Media,Gemini,B,112,0,669.185117713697,132.80407870153695,0.3483124479737475
7199,4313014,female,26,indUnk,Aquarius,B,2,0,942.0995708888695,187.40591968424937,0.6273186744990585
7200,3441856,male,26,indUnk,Cancer,B,41,0,942.0995708888616,187.40591968424806,0.6273186745020668
7201,3505276,female,13,Student,Libra,A,7,4,-392.0171184000243,-545.0265389784138,-707.6528523735652
7202,3311164,male,14,indUnk,Pisces,A,1,3,-314.7414581982656,-437.80208172033707,811.0899180897518
7203,2870581,male,17,Arts,Pisces,A,128,1,-133.47095081597496,-183.37234503009316,-12.303190780570388
7204,3769981,male,38,Telecommunications,Virgo,C,3,2,-504.6993464208026,790.5534954201127,0.5345099008034995
7205,3680855,female,16,indUnk,Virgo,A,9,3,-315.5256289575869,-438.8878111034811,811.018434221426
7206,3903965,female,14,indUnk,Cancer,A,16,3,-315.52562895758706,-438.88781110348066,811.018434221424
7207,3734586,female,14,Education,Taurus,A,3,1,-153.45881534874454,-209.99343354775698,-12.897777599348919
7208,4074541,female,23,indUnk,Libra,B,3,0,942.0995708888614,187.40591968424857,0.6273186745002715
7209,4176571,male,37,Sports-Recreation,Libra,C,9,2,-504.71584984133733,790.5864968734779,0.5351466786673352
7210,3961093,female,36,Consulting,Scorpio,C,2,2,-504.692106079241,790.550020808407,0.5345516066520215
7211,4064199,male,14,Student,Libra,A,12,4,-392.01711840002304,-545.0265389784134,-707.652852373566
7212,3483001,male,16,Student,Virgo,A,8,4,-392.01711840002446,-545.0265389784131,-707.6528523735669
7213,3499675,female,47,indUnk,Virgo,C,3,2,-504.82276878111975,790.8293818919354,0.540325631848319
7214,1714128,female,17,Communications-Media,Pisces,A,6,1,-153.05674264856071,-211.71906920151906,-14.84760877386533
7215,3229995,female,24,Student,Sagittarius,B,64,0,669.3839485397785,132.88421442199578,0.35444633441203355
